playerName,total_goals,matches,latest_match,home_goals,away_goals,own_goals,penalty_goals
Héctor Bailetti,1,1,1973-08-05,0,1,0,0
Rogelio Farias,1,1,1973-08-05,1,0,0,0
Akuetteh Armah,1,1,1973-08-05,1,0,0,1
Bernard Chanda,7,5,1977-02-27,4,3,0,0
Brighton Sinyangwe,4,3,1974-03-12,3,1,0,0
Peter Wilson,3,2,2021-11-16,3,0,0,0
Joseph Sam,1,1,1973-08-19,0,1,0,0
Mavuba Mafuila,1,1,1973-08-19,1,0,0,1
Simon Kaushi,3,3,1974-03-12,0,3,0,0
Arie Haan,3,3,1978-06-21,1,2,0,0
Elmar Geirsson,1,1,1973-08-29,0,1,0,0
René van de Kerkhof,4,4,1978-06-18,2,2,0,0
Dick Schneider,1,1,1973-08-29,1,0,0,1
Raúl Morales,1,1,1973-09-02,1,0,0,0
Adalberto Escobar,2,2,1973-10-07,0,2,0,0
Jorge Insfran,2,2,1973-09-30,1,1,0,0
Miguel Ángel Brindisi,3,2,1974-06-30,3,0,0,0
Rubén Ayala,6,4,1974-06-23,5,1,0,1
Oscar Fornari,1,1,1973-09-23,0,1,0,0
Bernd Bransch,2,1,1973-09-26,2,0,0,0
Grzegorz Lato,19,16,1982-06-22,9,10,0,0
Jan Domarski,2,2,1973-10-17,1,1,0,0
Jim Holton,1,1,1973-09-26,1,0,0,0
Joe Jordan,9,9,1982-06-22,4,5,0,0
Pedro Alcides Bareiro,1,1,1973-09-30,1,0,0,0
Juvencio Osorio,2,2,1979-09-13,2,0,0,0
Carlos Guerini,1,1,1973-10-07,1,0,0,0
Ramazan Rragami,1,1,1973-10-10,1,0,0,1
Alfredo Quaresma,1,1,1973-10-13,1,0,0,0
Dumitru Marcu,2,1,1973-10-14,2,0,0,0
Mircea Sandu,2,1,1973-10-14,2,0,0,0
Nicolae Pantea,1,1,1973-10-14,1,0,0,0
Dudu Georgescu,9,7,1979-04-04,8,1,0,2
Ko Jae-wook,1,1,1973-11-10,1,0,0,0
Anton Camilleri,1,1,1973-11-11,1,0,0,0
Mihal Gjika,1,1,1973-11-13,1,0,0,0
Liam O'Kane,1,1,1973-11-14,0,1,0,0
Obby Kapita,4,4,1978-03-05,0,4,0,0
Mehmet Türkkan,1,1,1973-11-18,1,0,0,0
Melih Atacan,1,1,1973-11-18,1,0,0,0
Mohamed Maghfour,1,1,1973-11-25,1,0,0,0
Roland Hattenberger,2,2,1977-10-12,1,1,0,0
Rubén Guifarro,3,3,1973-12-12,3,0,0,0
Óscar Rolando Hernández,1,1,1973-11-29,1,0,0,0
Horacio López Salgado,3,2,1973-12-08,2,1,0,0
Roger Saint-Vil,1,1,1973-12-04,1,0,0,0
René Morales,1,1,1973-12-05,1,0,0,0
Siegfried Schoop,1,1,1973-12-05,0,1,0,0
Héctor Pulido,1,1,1973-12-08,1,0,0,0
Mbungu Ekofa,2,2,1976-03-01,1,1,0,0
Roberto Soza,1,1,1973-12-12,1,0,0,0
Rignald Alfonso Clemencia,1,1,1973-12-12,0,1,0,0
Erroll Maximino St. Jago,1,1,1973-12-12,0,1,0,0
Benjamín Monterroso,1,1,1973-12-13,0,1,0,0
Jorge Alberto Bran Guevara,1,1,1973-12-15,0,1,0,0
Juan Banegas,1,1,1973-12-15,1,0,0,0
Siegfried Brunken,1,1,1973-12-17,0,1,1,0
Stanislav Karasi,4,3,1974-06-30,0,4,0,0
Josip Katalinski,8,7,1976-06-19,6,2,1,1
Ivica Šurjak,8,8,1981-11-29,2,6,0,1
Stanley Mubiru,3,2,1974-03-04,0,3,0,0
Sebastien Lakou,1,1,1974-03-03,1,0,0,0
Ndaye Mulamba,10,6,1976-03-06,4,6,0,0
Bengally Sylla,3,3,1976-03-05,2,1,0,1
Gamal Abdel Azim,1,1,1974-03-04,1,0,0,0
Morciré Sylla,3,2,1976-03-11,2,1,0,0
Jacques Ndomba,1,1,1974-03-07,1,0,0,0
André Mbouta,1,1,1974-03-09,1,0,0,0
Mwepu Ilunga,1,1,1974-03-09,1,0,1,0
Moustafa Abdou,6,5,1977-11-25,6,0,0,0
Hassan Shehata,4,3,1980-03-12,3,1,0,0
Colin Curran,1,1,1974-06-14,1,0,1,0
Paul Breitner,7,6,1982-07-11,6,1,0,2
Romeo Benetti,3,3,1978-06-06,1,2,0,0
Andrzej Szarmach,13,10,1982-07-10,7,6,0,0
Ramón Heredia,1,1,1974-06-15,0,1,0,0
Carlos Babington,1,1,1974-06-15,0,1,0,0
Johnny Rep,11,9,1980-06-14,3,8,0,1
Martin Hoffmann,11,7,1979-10-13,8,3,0,0
Bernhard Cullmann,3,3,1974-12-22,1,2,0,0
Vladislav Bogićević,2,2,1975-06-09,1,1,0,0
Branko Oblak,3,3,1975-11-19,3,0,0,0
René Houseman,4,4,1978-06-21,4,0,0,0
Roberto Perfumo,1,1,1974-06-19,0,1,1,0
Ricardo Pavoni,1,1,1974-06-19,0,1,0,0
Jerzy Gorgoń,1,1,1974-06-19,0,1,0,0
Valdomiro Vaz Franco,1,1,1974-06-22,0,1,0,0
Héctor Yazalde,2,1,1974-06-23,2,0,0,0
Ruud Krol,4,4,1978-09-20,4,0,1,0
Rob Rensenbrink,11,7,1978-09-20,6,5,0,5
Rainer Bonhof,2,2,1980-02-27,2,0,0,1
Conny Torstensson,2,2,1975-09-03,1,1,0,0
Timo Rahja,2,2,1974-09-25,2,0,0,0
Arfon Griffiths,4,4,1975-11-19,3,1,0,0
Johann Krankl,5,4,1975-10-15,3,2,0,2
Tommy Finney,1,1,1974-09-04,0,1,0,0
Jacques Teugels,1,1,1974-09-08,0,1,0,1
Kristen Nygaard,2,2,1977-09-21,1,1,0,2
Henryk Kasperczak,1,1,1974-10-09,1,0,0,0
Maurice Martens,2,2,1977-09-03,2,0,0,0
Christian Coste,1,1,1974-10-12,0,1,0,0
François Van der Elst,10,8,1983-03-30,5,5,0,0
Matthías Hallgrímsson,1,1,1974-10-12,0,1,0,0
Lakis Glezos,1,1,1974-10-13,0,1,0,0
József Horváth,1,1,1974-10-13,0,1,0,0
Mick Channon,6,5,1977-03-30,3,3,0,1
Chris Nicholl,2,2,1979-05-02,1,1,0,0
Momčilo Vukotić,2,2,1976-04-24,2,0,0,0
Jean-Marc Guillou,3,2,1975-09-03,3,0,0,0
Jean Gallice,1,1,1974-11-16,1,0,0,0
Georgios Delikaris,4,3,1978-10-11,3,1,0,0
Quini,3,2,1980-06-15,0,3,0,0
Phil Roberts,1,1,1974-11-20,1,0,0,0
Terry Yorath,1,1,1974-11-20,1,0,0,0
Hans-Peter Schild,1,1,1974-12-01,0,1,0,0
İsmail Arca,2,2,1975-04-30,2,0,1,0
Mehmet Oğuz,1,1,1974-12-01,1,0,0,0
Stavros Sarafis,1,1,1974-12-18,1,0,0,0
Alfredo Megido,1,1,1975-02-05,1,0,0,0
Richard Aquilina,1,1,1975-02-23,1,0,0,0
Vincent Magro,1,1,1975-02-23,1,0,0,0
Malcolm Macdonald,5,1,1975-04-16,5,0,0,0
John Mahoney,1,1,1975-04-16,0,1,0,0
Bryan Hamilton,2,2,1975-10-29,2,0,0,0
Zoltan Crişan,4,3,1975-12-17,2,2,0,0
Antonín Panenka,11,9,1982-06-24,9,2,0,5
Marián Masný,7,5,1979-11-24,3,4,0,0
Manfred Ritschel,1,1,1975-04-27,0,1,0,1
Alpaslan Eratlı,1,1,1975-04-30,0,1,0,0
Kevin Keegan,13,10,1981-06-06,6,7,0,1
Cornel Dinu,1,1,1975-05-11,1,0,0,0
Peter Dahl,1,1,1975-05-11,0,1,0,0
Eoin Hand,1,1,1975-05-18,0,1,0,0
Rudi Elsener,1,1,1975-05-21,1,0,0,0
Gordon McQueen,3,3,1979-06-07,0,3,0,0
Thomas Mavros,7,5,1981-11-29,6,1,0,2
Kostas Iosifidis,1,1,1975-06-04,1,0,0,0
Zvonko Ivezić,1,1,1975-06-04,0,1,0,0
Jóhannes Eðvaldsson,1,1,1975-06-05,1,0,0,0
Ásgeir Sigurvinsson,4,3,1981-10-14,1,3,0,0
Jürgen Pommerenke,1,1,1975-06-05,0,1,0,0
Mário Moínhos,1,1,1975-06-08,0,1,0,0
Ivan Buljan,2,2,1980-09-10,0,2,0,0
Stein Thunberg,1,1,1975-06-09,1,0,0,0
Borislav Dimitrov,1,1,1975-06-11,1,0,0,0
Pavel Panov,5,5,1978-10-11,3,2,0,0
Kiril Milanov,1,1,1975-06-11,1,0,0,0
Erik Just Olsen,1,1,1975-06-30,0,1,0,1
Percy Rojas,3,3,1977-07-17,2,1,0,0
Miguel Ángel Gamboa,3,3,1977-02-27,1,2,0,0
Ovidio Mezza,4,3,1977-03-06,2,2,0,1
Ernesto Díaz,5,5,1979-08-15,4,1,0,0
Hugo Kiesse,2,1,1975-07-24,0,2,0,0
Gonzalo Castañeda,2,2,1975-08-10,1,1,0,0
Eduardo Retat,1,1,1975-07-27,0,1,0,0
Ponciano Castro,2,2,1975-10-16,1,1,0,0
Romeu Evangelista,1,1,1975-07-31,0,1,0,0
Danival,3,3,1975-08-16,1,2,0,0
Palhinha,9,7,1993-09-05,5,4,0,0
Leopoldo Luque,8,5,1978-06-21,5,3,0,0
Ramón Iriarte,1,1,1975-08-03,1,0,0,0
Mario Kempes,9,5,1978-06-25,8,1,0,0
Osvaldo Ardiles,3,3,1982-06-18,2,1,0,0
Julio Asad,1,1,1975-08-06,0,1,0,0
Nelinho,5,4,1978-06-24,5,0,0,1
Oswaldo Calero,1,1,1975-08-07,1,0,0,0
César Cueto,3,3,1985-06-16,3,0,0,0
Juan Carlos Oblitas,8,7,1985-06-23,7,1,0,0
Daniel Killer,3,1,1975-08-10,3,0,0,0
Américo Gallego,1,1,1975-08-10,1,0,0,0
Mario Zanabria,2,1,1975-08-10,2,0,0,0
Ramón Bóveda,1,1,1975-08-10,1,0,0,0
Carlos Báez,1,1,1975-08-10,1,0,0,0
Clemente Rolón,2,1,1975-08-10,2,0,0,0
Roberto Batata,3,2,1975-09-30,3,0,0,0
Cosme da Silva Campos,2,2,1975-10-04,1,1,0,0
Luis Araneda,2,1,1975-08-13,2,0,0,0
Thomas Sjöberg,7,7,1978-06-03,2,5,0,0
Carlos Reinoso,1,1,1975-08-20,0,1,0,0
Marc Berdoll,3,3,1978-09-01,3,0,0,0
Harry Lubse,1,1,1975-09-03,1,0,0,0
Allan Hunter,1,1,1975-09-03,1,0,0,0
Edgar Angulo,1,1,1975-09-21,1,0,0,0
Tibor Nyilasi,20,13,1985-04-03,17,3,0,0
László Pusztai,3,3,1979-05-19,2,1,0,0
Reinhard Häfner,3,3,1981-04-04,0,3,0,0
Enrique Casaretto,2,1,1975-09-30,0,2,0,0
Julio Meléndez,1,1,1975-10-04,0,1,1,0
Jupp Heynckes,4,3,1976-02-28,4,0,0,0
Dominique Bathenay,2,2,1976-11-17,1,1,0,0
José Luis Capón,1,1,1975-10-12,1,0,0,0
Kurt Welzl,7,6,1981-06-17,4,3,0,0
Herbert Prohaska,7,6,1984-05-02,5,2,0,2
Ruud Geels,10,7,1981-10-14,6,4,0,2
Frans Thijssen,3,3,1981-09-09,2,1,0,0
Franjo Vladić,1,1,1975-10-15,1,0,0,0
Drago Vabec,1,1,1975-10-15,1,0,0,0
Sándor Pintér,2,2,1977-10-29,2,0,0,0
Tibor Wollek,1,1,1975-10-19,1,0,0,0
Béla Várady,4,4,1978-10-28,3,1,0,0
Sammy McIlroy,3,3,1980-10-15,3,0,0,0
Lars Bastrup,4,3,1981-06-03,1,3,0,0
Bruce Rioch,2,2,1975-12-17,2,0,0,0
Ted MacDougall,1,1,1975-10-29,1,0,0,0
Dušan Galis,1,1,1975-10-30,1,0,0,0
Anton Ondruš,3,2,1976-06-16,1,2,1,0
Vladimir Onishchenko,2,1,1975-11-12,2,0,0,0
Peter Risi,2,2,1977-06-08,0,2,0,0
Vladimir Veremeyev,1,1,1975-11-12,1,0,0,0
Ángel María Villar,2,2,1979-12-09,0,2,0,0
Santillana,13,9,1984-06-17,8,5,0,0
Stefan Reshko,1,1,1975-11-23,1,0,1,0
João Resende Alves,2,2,1979-05-09,1,1,0,0
Yordan Yordanov,1,1,1975-12-21,0,1,0,0
Ronald Worm,2,1,1976-02-28,2,0,0,0
Erich Beer,3,2,1976-04-24,2,1,0,1
Berti Vogts,2,2,1978-06-21,2,0,1,0
Bernd Hölzenbein,3,3,1978-06-21,1,2,0,0
Solomon Sheferahu,2,2,1976-03-03,2,0,0,0
Ahmed Abouali,1,1,1976-03-01,1,0,0,0
Baba Otu Mohammed,3,2,1976-03-11,2,1,0,0
Sam Ojebode,3,3,1977-07-10,2,1,0,2
Kabasu Babo,1,1,1976-03-01,0,1,0,0
Thompson Usiyan,5,4,1977-07-10,5,0,0,0
Mamadou Aliou Keita,5,4,1976-10-31,2,3,0,0
Abdelâali Zahraoui,2,2,1976-03-09,1,1,0,0
Mohamed Ali,1,1,1976-03-05,1,0,0,0
Jimmy Muguwa,1,1,1976-03-05,0,1,0,0
Abdellah Tazi,1,1,1976-03-06,1,0,0,0
Larbi Chebbak,1,1,1976-03-06,1,0,0,0
Boukari Adamou,1,1,1976-03-07,0,1,0,0
Kama Dumbuya,2,1,1976-03-07,2,0,0,0
Wasieu Sounmonu,2,1,1976-03-07,2,0,0,0
Samuel Tray,1,1,1976-03-07,1,0,0,0
Ahmed Abou Rehab,1,1,1976-03-09,1,0,0,0
Mudashiru Lawal,3,3,1980-12-06,1,2,0,0
Papa Camara,4,4,1977-02-27,4,0,0,0
Ghanem Sultan,1,1,1976-03-11,0,1,1,0
Mohamed El-Seyagui,1,1,1976-03-11,1,0,0,0
Redouane Guezzar,1,1,1976-03-11,1,0,0,0
Joseph Kaboré,2,2,1976-09-04,2,0,0,0
Gagny Coulibaly,1,1,1976-03-13,0,1,0,1
Mahmoud El Khatib,8,5,1980-03-19,5,3,0,0
Haruna Ilerika,2,1,1976-03-14,0,2,0,0
Ossama Khalil,2,2,1977-02-27,2,0,0,0
Ahmed Makrouh,1,1,1976-03-14,0,1,0,0
Sanda Seydou,1,1,1976-03-21,1,0,0,0
William Sango,1,1,1976-03-21,0,1,0,0
Moussa Kanfideni,2,2,1980-07-27,1,1,0,0
Kouligo Zoma,1,1,1976-03-28,0,1,0,0
Joseph Ouattara,1,1,1976-03-28,0,1,0,0
Omar Betrouni,1,1,1976-04-01,1,0,0,0
Jozef Móder,3,2,1976-05-22,1,2,0,0
Danilo Popivoda,2,2,1976-06-17,2,0,0,0
Wim Rijsbergen,1,1,1976-04-25,1,0,0,0
Willie Phiri,2,1,1976-05-09,2,0,0,0
Jack Chamangwana,1,1,1976-05-09,1,0,1,0
Roger Van Gool,2,2,1976-11-10,2,0,0,0
Klaus Toppmöller,1,1,1976-05-22,1,0,0,0
Leonid Buryak,2,2,1977-05-18,2,0,0,0
Ian Evans,2,2,1976-11-17,2,0,1,0
Allan Simonsen,9,9,1983-11-16,6,3,0,3
Niels Tune-Hansen,1,1,1976-05-23,0,1,0,0
Ole Rasmussen,1,1,1976-05-23,0,1,0,0
Abdulaziz Al-Anberi,13,11,1985-04-05,9,4,0,0
Faisal Al-Dakhil,20,16,1985-04-26,16,4,0,1
Nasser Nouraei,3,2,1976-06-08,3,0,0,0
Hassan Rowshan,8,7,1980-09-22,5,3,0,0
Mokhtar Dahari,1,1,1976-06-05,0,1,0,0
Wang Jilian,1,1,1976-06-05,1,0,0,0
Kadhim Waal,1,1,1976-06-06,1,0,0,0
Alireza Azizi,2,1,1976-06-08,2,0,0,0
Alireza Khorshidi,2,2,1976-06-11,2,0,0,0
Gholam Hossein Mazloumi,5,2,1977-01-07,3,2,0,0
Faruq Ibrahim,1,1,1976-06-11,0,1,0,0
Sabah Abdul-Jalil,1,1,1976-06-11,1,0,0,0
Falah Hassan,1,1,1976-06-11,1,0,0,0
He Jia,1,1,1976-06-13,1,0,0,0
Stuart Pearson,1,1,1976-06-13,0,1,0,0
Björn Andersson,1,1,1976-06-16,1,0,0,0
Heinz Flohe,3,2,1978-06-06,2,1,0,0
Dieter Müller,6,4,1978-06-18,2,4,0,0
Willy van de Kerkhof,6,6,1980-06-14,0,6,0,0
Ján Švehlík,1,1,1976-06-20,1,0,0,0
Karol Dobiaš,1,1,1976-06-20,1,0,0,0
Gaston Bawa,1,1,1976-09-04,0,1,0,0
Aki Heiskanen,3,3,1978-10-11,1,2,0,0
Esa Heiskanen,2,1,1976-09-22,2,0,0,0
Gilbert Zender,1,1,1976-09-22,0,1,0,0
Teppo Heikkinen,1,1,1976-09-22,1,0,0,0
Ari Mäkynen,1,1,1976-09-22,1,0,0,1
Lucien Kouassi Kouame,1,1,1976-09-26,1,0,0,0
Michel Platini,27,21,1986-06-21,17,10,0,3
Bernard Lacombe,6,5,1981-12-05,3,3,0,0
Zoltán Kereki,2,2,1977-04-30,1,1,0,0
Bo Börjesson,3,3,1981-06-24,2,1,0,0
Serge Trinchero,1,1,1976-10-09,1,0,0,1
Youssuf Camara,1,1,1976-10-10,0,1,0,0
Ibrahim Kassum,1,1,1976-10-10,1,0,0,0
Opoku Afriyie,4,3,1978-03-16,4,0,0,0
Dennis Tueart,1,1,1976-10-13,1,0,0,0
Jyrki Nieminen,2,2,1978-05-24,1,1,0,0
Joe Royle,1,1,1976-10-13,1,0,0,0
Chris McGrath,3,3,1977-11-16,2,1,0,0
Derek Spence,2,2,1978-10-25,1,1,0,0
Francesco Graziani,8,7,1982-06-23,6,2,0,0
Roberto Bettega,13,9,1981-10-17,6,7,0,0
Giancarlo Antognoni,3,3,1980-12-06,1,2,0,0
Roger Milla,20,16,1994-06-28,15,5,0,1
Joseph Mounoundzi,1,1,1976-10-17,1,0,0,1
Joseph Wamba,1,1,1976-10-17,1,0,0,0
Alirou Rachidou,1,1,1976-10-17,1,0,0,0
Benny Nielsen,3,3,1978-10-11,3,0,0,1
Henning Munk Jensen,2,1,1976-10-27,2,0,0,1
Per Røntved,4,4,1981-06-03,4,0,0,2
Jørgen Kristensen,1,1,1976-10-27,1,0,0,0
Segun Odegbami,10,7,1980-03-22,8,2,0,0
Alloysius Atuegbu,2,1,1976-10-30,2,0,0,0
Kelechi Emeteole,1,1,1976-10-30,1,0,0,0
Ismael Dyfan,2,2,1980-05-31,1,1,0,0
Kunle Awesu,1,1,1976-10-30,1,0,0,0
Mohammed Sama,1,1,1976-10-30,0,1,0,1
Daniel Ebomoa,1,1,1976-10-31,0,1,0,0
Jean-Jacques N'Domba,2,2,1977-02-13,0,2,0,0
Emmanuel Ofei Ansah,1,1,1976-10-31,0,1,0,0
Zbigniew Boniek,14,11,1985-05-30,9,5,0,0
Stanisław Terlecki,4,3,1979-09-12,1,3,0,0
Anani Afanou,1,1,1976-10-31,0,1,0,0
Abdoulaye Ba,1,1,1976-10-31,1,0,0,0
Mehmet Özgül,1,1,1976-10-31,1,0,0,0
Samir Sultan Al Fahad,1,1,1976-11-12,1,0,0,0
Saoud Al Gassem Mohammed Bo Saeed,1,1,1976-11-12,1,0,0,0
Tekalinge Kassahun,1,1,1976-11-14,1,0,0,0
Peter Kotte,1,1,1976-11-17,1,0,0,1
Manuel Fernandes,8,7,2010-09-03,5,3,0,0
Abdul Hamid Al Katbi,1,1,1976-11-26,1,0,0,0
Mohammed Abdul Ghani,1,1,1976-11-26,0,1,0,0
Marwan Khalifa Khouri,1,1,1976-11-26,1,0,0,0
Fernando Chalana,2,2,1977-11-16,1,1,0,0
Stavros Stylianou,1,1,1976-12-05,1,0,0,1
Hans Krankl,19,13,1982-06-21,14,5,0,2
Abdelghani Lakhal,1,1,1976-12-12,1,0,0,0
Tarak Dhiab,2,2,1989-01-22,1,1,0,0
Khemais Labidi,2,2,1977-12-11,2,0,0,0
Mustapha Tahir,2,2,1980-03-09,0,2,0,0
Seydouba Sylla,1,1,1977-01-16,1,0,0,0
Mohamed Akid,3,3,1977-12-11,2,1,0,0
Ali Kaabi,3,3,1978-06-02,1,2,0,0
Washington Oliveira,1,1,1977-02-09,0,1,0,0
Vicente Flores,1,1,1977-02-09,1,0,0,0
Leon Goua G'Bize,2,2,1977-02-27,1,1,0,0
Jérôme Lèbre Mamahou,3,2,1977-07-25,3,0,0,0
Ousmane Badara Bangoura,1,1,1977-02-13,0,1,0,0
José Fabián Paz y Miño,1,1,1977-02-20,1,0,0,0
Carlos Jara Saguier,2,2,1977-03-06,1,1,0,0
Porfirio Jiménez,3,3,1977-03-13,2,1,0,0
Pierre Lingongo,1,1,1977-02-27,1,0,0,0
Pascal Miézan,2,2,1984-03-07,1,1,0,0
Tabania Ametepé,1,1,1977-02-27,0,1,0,0
Quah Kim Song,2,2,1977-03-02,2,0,0,0
Suriamurthy Rajagopal,1,1,1977-02-27,1,0,0,0
Abdulla Nasur,2,2,1978-03-14,0,2,0,0
Alex Chola,2,2,1980-06-01,2,0,0,0
Mahmoud Guendouz,1,1,1977-02-28,1,0,0,0
Amor Jebali,1,1,1977-02-28,0,1,0,0
Waskito Kaihun,1,1,1977-02-28,0,1,0,0
Chung Chor Wai,4,4,1977-10-30,3,1,0,1
Wun Chee Keung,3,2,1977-03-02,1,2,0,0
Lau Wing Yip,9,6,1985-05-04,5,4,0,0
James Wong,4,1,1977-03-01,4,0,0,0
Isa Bakar,2,1,1977-03-01,2,0,0,0
Jesdaporn Na Phatalung,3,2,1977-03-07,1,2,0,1
Witthaya Laohakul,2,2,1977-03-05,1,1,0,0
Niwat Srisawat,2,2,1977-03-07,1,1,0,0
Dollah Kassim,1,1,1977-03-02,1,0,0,0
Juan José Muñante,1,1,1977-03-06,0,1,0,0
Oded Machnes,2,2,1977-03-10,2,0,0,0
Haim Bar,1,1,1977-03-06,1,0,0,0
Eduardo Vilarete,1,1,1977-03-06,0,1,0,0
Mat Noh,1,1,1977-03-06,1,0,0,0
Miguel Aguilar,4,3,1981-02-15,1,3,0,0
Rafael Iriarte,1,1,1977-03-06,1,0,0,0
Cherdsak Chaiyabutr,1,1,1977-03-07,1,0,0,0
Risdianto,1,1,1977-03-07,0,1,0,0
Junaedi Abdillah,1,1,1977-03-07,0,1,0,0
Fung Chi Ming,1,1,1977-03-08,0,1,0,0
Bakri Ibni,1,1,1977-03-08,1,0,0,0
Roberto Dinamite,11,8,1983-09-01,8,3,0,2
Zico,18,12,1985-06-16,15,3,0,5
Marinho Chagas,2,1,1977-03-09,2,0,0,0
Roberto Rivellino,1,1,1977-03-09,1,0,0,0
Ronny Pattinasarany,1,1,1977-03-09,0,1,0,0
Andi Lala,1,1,1977-03-09,0,1,0,0
Itzhak Peretz,1,1,1977-03-10,1,0,0,0
Fat'hi Kameel Fayaz Matar Marzouq,3,3,1977-11-12,1,2,0,0
Jasem Yaqoub,11,10,1981-10-10,6,5,0,3
José Velásquez,5,4,1985-06-30,3,2,0,0
Alejandro Luces,1,1,1977-03-12,1,0,0,0
Jimmy Rooney,3,2,1977-10-16,3,0,0,0
Carlos Aragonés,8,6,1981-03-22,7,1,0,3
José Domingo Insfrán,1,1,1977-03-13,0,1,1,0
Mansour Muftah,12,10,1989-10-28,11,1,0,0
Hassan Myuter Saied Al Suwaidi,1,1,1977-03-13,1,0,0,0
Chang Kuo Chi,2,2,1981-06-06,1,1,0,0
John Kosmina,13,9,1985-11-03,11,2,0,1
Fuad Abou Shaqr,2,2,1977-03-19,1,1,0,0
Nitder Pizzani,2,1,1977-03-17,2,0,0,0
Ebrahim Zowayed,1,1,1977-03-19,0,1,0,0
Ibrahim Al Farhan,1,1,1977-03-19,0,1,0,1
Carlos José Báez,1,1,1977-03-20,0,1,0,0
Elías Figueroa,2,1,1977-03-20,2,0,0,0
Osvaldo Castro,1,1,1977-03-20,1,0,0,0
Keith Nelson,7,4,1977-03-30,6,1,0,0
Clive Campbell,1,1,1977-03-20,1,0,0,0
Kevin Weymouth,1,1,1977-03-20,1,0,0,0
Uri Malmilian,3,2,1985-09-03,2,1,0,0
Park Sang-in,3,3,1977-12-04,3,0,0,0
Choi Jong-duk,3,3,1981-04-24,2,1,0,0
Abdullah Yousuf Ma'yoof,1,1,1977-03-21,0,1,0,0
Farouk Ibrahim Al Awadi Al Saleh,1,1,1977-03-21,0,1,0,0
Anbar Bashir Abubakr,1,1,1977-03-21,1,0,0,1
Steve Sumner,17,8,1985-10-05,14,3,0,1
Lo Chih Tsong,1,1,1977-03-23,1,0,1,0
Peter Ollerton,6,3,1977-10-30,2,4,0,0
Dario Pereyra,2,1,1977-03-27,2,0,0,0
Trevor Francis,8,6,1983-04-27,4,4,0,0
Ray Kennedy,2,2,1977-10-12,1,1,0,0
Liam Brady,5,4,1986-09-10,4,1,0,2
Nick Deacy,2,2,1978-11-29,2,0,0,0
Gregorio Benito,1,1,1977-04-16,1,0,1,0
Walter Schachner,18,15,1985-05-07,11,7,0,0
Mohsin Yousifi,1,1,1977-04-22,1,0,0,0
Habib Shareefi,1,1,1977-04-22,1,0,0,0
David Kipiani,2,2,1977-04-30,1,1,0,0
Takis Antoniou,1,1,1977-05-15,1,0,0,0
Włodzimierz Mazur,2,2,1979-05-02,1,1,0,1
Andrey Zhelyazkov,3,3,1980-10-19,3,0,0,0
Ismael Sylla,1,1,1977-06-05,1,0,0,0
Claudio Gentile,1,1,1977-06-08,0,1,0,0
Ingi Björn Albertsson,1,1,1977-06-11,1,0,0,0
Hossein Kazerani,2,2,1977-11-18,1,1,0,0
Ghafour Jahani,5,4,1977-11-25,4,1,0,0
Néjib Liman,2,2,1980-06-29,2,0,0,0
Ali Sylla,1,1,1977-06-19,0,1,0,0
Témime Lahzami,3,3,1980-06-29,3,0,0,0
Moncef Khouini,1,1,1977-06-19,1,0,0,0
Murray Barnes,2,2,1981-07-26,1,1,0,0
Godwin Iwelumo,2,2,1977-10-21,1,1,0,0
Gilberto Alves,2,2,1977-07-14,1,1,0,0
Toninho Cerezo,1,1,1977-07-14,1,0,0,0
Marcelo Oliveira,1,1,1977-07-14,1,0,0,0
Farouk Gaafar,2,2,1977-11-25,2,0,0,1
Maher Hammam,2,2,1980-03-08,2,0,0,0
Adokiye Amiesimaka,2,2,1978-03-05,1,1,0,0
Gilbert Van Binst,1,1,1977-09-03,1,0,0,0
Paul Courant,1,1,1977-09-03,1,0,0,0
Rune Ottesen,1,1,1977-09-07,1,0,0,0
Bohdan Masztaler,1,1,1977-09-21,1,0,0,0
Asa Hartford,1,1,1977-09-21,1,0,0,0
Miroslav Gajdůšek,2,2,1979-05-01,0,2,0,0
Luis Ramírez Zapata,4,3,1985-02-27,1,3,0,0
Brian Budd,1,1,1977-10-08,1,0,0,0
Felix McDonald,2,1,1977-10-08,2,0,0,0
Delano Rigters,1,1,1977-10-08,0,1,0,0
Mario René Alfaro,2,2,1977-10-16,1,1,0,0
Christian Chukwu,2,2,1978-03-05,2,0,0,0
Johnny N'Wadioha,1,1,1977-10-08,1,0,0,0
Octávio Machado,1,1,1977-10-09,0,1,0,0
Allan Hansen,2,2,1982-09-22,2,0,0,1
Hugo Sánchez,11,9,1993-06-30,8,3,0,1
Víctor Rangel,7,4,1978-06-10,7,0,0,0
Arsène Auguste,1,1,1977-10-09,0,1,0,0
Buzz Parsons,3,3,1977-10-22,2,1,0,0
Remie Olmberg,2,2,1977-10-20,0,2,0,2
Mike Bakic,2,2,1977-10-20,2,0,0,0
José Emilio Mitrovich,2,2,1977-10-19,1,1,0,0
Paul Mariner,7,7,1983-11-16,4,3,0,0
Javier Cárdenas,2,2,1977-10-19,2,0,0,0
Norberto Huezo,3,3,1981-11-19,2,1,0,1
Don Masson,1,1,1977-10-12,0,1,0,1
Kai Haaskivi,2,2,1979-10-31,0,2,0,0
Renato Zaccarelli,2,2,1978-06-02,1,1,0,0
Raul Isiordia,2,1,1977-10-15,2,0,0,0
Alfred Jiménez,2,1,1977-10-15,2,0,0,0
